Id,A,B,C,D,E,F,G,H,I,Air Quality
1815,4.6,20.4,1.9,29.4,35.4,87.6,2.02,27.1,769,0
1816,10.9,6.3,20.9,22.0,13.4,72.9,1.02,25.6,544,3
1817,6.4,9.9,10.2,26.2,20.8,67.3,1.66,19.3,419,2
1818,5.1,9.3,4.7,23.8,31.1,70.6,1.48,18.1,609,2
1819,4.0,12.9,39.5,44.0,38.9,84.1,2.48,73.0,530,0
1820,6.1,6.6,21.8,32.8,29.6,100.5,2.94,37.5,774,0
1821,10.6,4.5,27.7,24.2,19.4,47.1,0.94,31.7,493,3
1822,13.4,4.8,7.3,25.1,17.9,71.1,1.0,11.3,283,3
1823,7.3,16.4,13.8,27.3,27.5,73.7,1.4,28.4,293,2
1824,5.5,8.4,15.1,34.8,34.0,88.5,1.7,26.4,577,2
1825,10.7,6.5,24.4,32.3,27.7,52.4,0.95,30.9,436,3
1826,11.2,1.1,3.6,21.9,25.1,48.7,0.99,7.0,247,3
1827,10.2,7.6,2.0,19.7,28.4,39.9,1.14,6.8,347,3
1828,6.4,8.6,16.7,25.9,26.2,70.2,2.03,27.6,442,2
1829,5.6,13.2,8.3,32.2,23.5,66.6,1.08,19.7,382,2
1830,4.4,13.2,9.7,34.7,33.9,72.0,2.3,33.5,475,1
1831,7.0,14.7,9.3,36.8,29.2,89.3,1.62,17.3,422,2
1832,12.2,2.6,6.5,26.2,19.0,70.8,1.01,12.7,263,3
1833,11.1,8.3,2.7,28.1,26.0,47.9,1.03,6.7,228,3
1834,11.5,4.3,24.6,24.5,13.5,56.2,0.93,29.6,364,3
1835,14.2,3.9,0.6,25.6,27.8,46.5,1.1,8.1,534,3
1836,6.4,19.6,6.1,34.7,23.1,97.6,2.12,19.6,596,1
1837,10.2,4.1,8.7,30.5,26.1,57.3,0.87,14.8,521,3
1838,10.8,6.6,6.0,23.5,16.6,55.1,1.04,11.8,421,3
1839,5.0,12.7,10.2,32.3,27.0,83.0,1.45,15.1,454,2
1840,3.4,17.6,33.5,29.9,27.7,107.5,2.42,52.1,592,1
1841,6.8,9.4,24.2,29.0,31.4,90.6,1.38,30.3,303,2
1842,3.8,16.3,55.4,39.0,23.6,90.6,2.13,67.5,467,1
1843,8.2,9.9,19.7,35.1,24.1,85.7,1.45,26.3,483,2
1844,5.2,21.3,10.7,34.7,19.8,77.0,2.12,26.5,633,1
1845,5.8,11.5,23.4,35.0,32.7,56.0,1.62,27.1,452,2
1846,11.8,3.6,5.6,28.4,18.9,66.1,0.97,9.5,560,3
1847,10.1,1.3,3.8,26.6,14.9,40.2,0.88,5.8,341,3
1848,7.1,9.0,9.2,34.9,36.9,86.4,2.08,28.0,728,1
1849,6.8,12.0,2.9,42.6,34.5,92.1,2.06,12.8,562,1
1850,3.9,16.1,67.5,40.6,30.3,90.4,2.32,85.6,485,0
1851,3.7,3.2,0.4,33.8,31.1,86.2,2.06,12.2,618,1
1852,11.3,5.0,26.9,28.1,21.9,78.4,0.77,33.2,249,3
1853,10.1,6.8,2.4,24.2,17.9,41.9,0.88,6.5,500,3
1854,13.6,5.5,13.7,19.4,15.0,62.0,1.11,20.1,475,3
1855,6.2,13.8,14.0,48.8,39.0,74.5,2.63,35.7,540,0
1856,3.4,14.0,47.1,27.6,32.4,66.9,2.2,60.3,426,1
1857,11.9,4.1,3.2,24.9,16.9,46.1,0.94,10.4,242,3
1858,15.2,4.1,1.8,25.0,17.5,48.9,0.83,7.0,366,3
1859,10.3,7.1,1.1,24.0,19.1,70.5,1.03,4.1,584,3
1860,5.3,11.0,13.2,34.8,20.1,54.9,1.63,18.9,385,2
1861,5.6,21.7,26.8,35.1,32.5,65.7,1.92,41.9,571,1
1862,10.3,3.2,20.4,25.5,13.9,68.2,0.96,23.5,486,3
1863,3.4,25.9,1.7,40.9,39.6,78.5,2.8,21.6,641,0
1864,11.7,3.1,19.2,24.5,13.5,78.6,0.93,25.8,468,3
1865,13.7,4.8,17.5,29.5,12.0,69.6,1.14,26.1,531,3
1866,7.7,14.5,4.6,32.6,20.9,63.8,1.6,21.9,605,2
1867,18.4,5.0,1.0,25.0,22.6,59.9,1.15,5.4,509,3
1868,6.1,4.0,79.7,34.7,29.9,63.4,1.36,92.0,566,2
1869,8.0,7.4,39.0,28.4,24.2,77.5,2.06,55.4,707,1
1870,12.4,8.7,1.1,26.3,15.1,62.6,1.08,9.1,531,3
1871,14.7,6.2,12.4,24.4,17.8,77.2,0.94,17.7,330,3
1872,10.1,3.8,7.3,29.9,22.6,57.9,1.05,9.9,227,3
1873,11.9,3.9,0.9,23.2,26.6,61.9,0.99,6.1,449,3
1874,3.5,24.6,12.4,49.0,37.1,93.1,2.66,39.7,820,0
1875,6.9,6.5,23.4,30.3,19.3,88.5,1.37,35.8,737,2
1876,10.2,5.7,18.1,25.8,25.7,68.6,0.81,26.0,351,3
1877,4.4,20.2,12.3,34.7,39.8,94.5,1.58,31.9,424,1
1878,8.7,7.3,8.8,28.8,25.4,75.2,1.26,15.5,580,2
1879,5.2,21.2,48.6,39.5,27.2,88.6,2.43,71.0,693,1
1880,10.2,4.9,2.7,26.1,18.1,51.8,0.94,4.5,277,3
1881,10.5,8.1,0.3,26.0,23.1,39.5,0.96,9.2,243,3
1882,7.5,7.9,7.5,17.8,27.7,84.3,1.35,23.0,315,2
1883,3.8,7.6,60.7,33.1,45.6,72.7,1.91,73.6,446,1
1884,7.3,11.2,11.6,33.9,25.1,65.9,1.13,23.8,427,2
1885,12.4,3.0,2.9,23.6,15.8,60.7,1.09,6.9,506,3
1886,4.6,17.1,9.0,35.8,37.6,90.0,2.02,27.5,644,1
1887,4.4,10.6,3.1,37.1,42.6,74.0,2.08,24.9,406,1
1888,5.6,11.2,1.4,29.7,37.0,77.9,2.52,16.2,430,1
1889,14.8,6.4,14.1,17.6,26.3,72.9,0.87,14.9,201,3
1890,14.3,3.4,1.7,20.3,18.2,44.4,1.16,11.6,407,3
1891,10.1,2.3,1.4,29.3,14.4,44.4,0.98,5.7,284,3
1892,6.0,3.3,14.2,33.0,33.5,73.5,1.55,21.9,582,2
1893,7.5,4.6,48.1,26.8,24.5,76.2,1.58,54.3,451,2
1894,6.4,10.7,14.4,30.1,22.7,72.0,1.46,19.7,372,2
1895,7.2,15.9,3.5,37.5,25.1,64.7,1.7,18.5,399,2
1896,8.4,6.6,50.9,30.3,28.2,49.2,1.39,61.1,425,2
1897,4.2,12.5,30.7,41.4,40.3,93.0,1.63,45.3,600,1
1898,10.4,8.2,13.6,26.1,18.2,71.3,0.92,17.4,319,3
1899,10.1,4.4,7.6,29.2,26.9,61.8,0.95,10.4,517,3
1900,5.8,8.7,43.3,29.2,24.0,55.5,1.53,46.8,640,2
1901,9.6,17.2,31.7,26.5,21.4,69.9,1.64,46.0,739,2
1902,10.2,5.8,23.1,26.4,15.3,74.5,1.03,25.7,239,3
1903,5.1,16.0,20.9,33.3,35.1,98.7,1.73,36.7,578,1
1904,8.5,27.7,84.9,40.8,46.5,91.2,2.37,91.3,861,0
1905,5.5,4.1,8.9,27.8,33.6,75.4,1.31,20.8,626,2
1906,5.0,12.6,4.3,21.5,30.0,52.5,1.42,13.9,333,2
1907,10.3,3.4,0.6,26.3,14.2,64.6,0.98,5.1,189,3
1908,14.2,6.1,37.0,24.8,19.6,47.8,0.93,40.9,557,3
1909,5.8,7.2,19.5,25.3,24.9,49.4,1.73,32.0,426,2
1910,5.2,29.0,82.2,29.5,25.3,83.3,2.41,107.5,401,1
1911,5.4,5.8,3.3,18.9,25.7,43.7,1.78,12.7,432,2
1912,6.9,8.3,12.6,38.8,29.3,90.8,1.57,20.3,630,2
1913,5.4,18.6,11.5,40.1,34.8,95.2,1.88,30.1,803,1
1914,5.6,3.4,41.1,22.9,27.5,61.9,1.79,54.6,464,2
1915,8.6,15.1,22.7,32.0,22.5,50.1,1.62,41.3,660,2
1916,10.3,3.4,24.8,23.0,18.7,41.1,0.94,28.1,379,3
1917,5.4,17.5,28.5,29.4,25.2,70.2,2.04,43.5,421,1
1918,4.1,12.3,18.4,26.5,40.0,67.6,2.17,29.0,598,1
1919,10.3,8.5,26.3,30.5,14.4,71.8,1.11,33.4,534,3
1920,7.7,14.1,173.2,34.0,26.4,82.8,2.3,190.0,613,1
1921,12.3,4.0,1.6,23.3,21.4,58.4,1.08,7.3,438,3
1922,5.5,11.1,25.4,28.1,15.9,76.8,1.46,39.5,354,2
1923,4.0,27.1,7.8,47.1,36.6,109.1,2.72,21.9,563,0
1924,13.8,3.9,4.9,30.5,17.4,48.5,0.95,8.0,371,3
1925,5.8,6.5,3.8,31.6,19.3,76.0,1.56,12.5,317,2
1926,10.3,7.7,3.9,26.3,18.1,59.4,1.05,7.0,526,3
1927,10.3,8.2,1.7,24.2,14.0,42.1,1.13,7.3,258,3
1928,3.6,10.9,31.4,36.5,44.1,86.5,2.64,43.0,455,1
1929,10.2,7.5,3.6,29.6,22.3,44.0,1.11,10.2,484,3
1930,5.2,15.7,6.2,33.4,35.0,63.9,1.84,10.6,471,1
1931,10.0,6.3,2.0,25.9,17.3,78.0,1.01,8.2,477,3
1932,5.3,2.3,41.4,26.4,23.2,61.8,1.74,52.3,499,2
1933,5.6,15.3,28.6,33.1,27.8,80.3,1.46,49.4,609,2
1934,11.4,5.6,26.5,30.6,16.7,49.5,1.02,30.3,217,3
1935,16.0,9.6,18.5,18.0,21.2,44.7,0.99,22.8,470,3
1936,10.4,3.7,10.8,24.8,22.1,73.6,1.16,13.4,450,3
1937,5.1,16.5,137.0,47.5,50.1,101.4,2.37,157.7,638,0
1938,6.6,9.4,3.8,42.9,24.0,80.5,1.3,7.1,553,2
1939,11.6,3.2,2.5,24.2,11.7,56.4,0.98,12.0,340,3
1940,5.9,12.8,2.3,33.0,31.0,68.5,1.34,13.4,620,2
1941,10.3,7.5,8.1,25.5,14.5,69.6,1.12,13.5,313,3
1942,6.6,17.7,3.0,35.1,34.9,69.4,1.66,3.7,632,1
1943,5.6,17.0,5.7,29.2,33.5,65.3,1.54,17.2,295,2
1944,6.5,9.9,9.2,26.1,24.2,76.9,1.19,15.5,299,2
1945,10.2,6.1,12.6,23.0,25.6,69.6,1.24,18.1,521,3
1946,11.1,6.3,4.5,20.4,24.2,45.9,0.9,3.2,214,3
1947,5.1,16.1,0.5,40.0,14.5,71.3,1.41,4.4,318,2
1948,10.6,6.8,2.4,28.2,20.9,63.8,0.83,7.5,317,3
1949,5.9,12.2,4.7,29.8,23.1,73.1,1.44,12.9,682,2
1950,5.1,8.6,18.0,29.7,27.8,53.0,1.36,30.5,488,2
1951,7.5,13.3,13.9,36.2,28.7,80.6,1.56,22.0,483,2
1952,10.5,4.8,13.9,24.2,24.5,51.8,1.02,20.7,582,3
1953,5.6,12.3,3.9,30.4,28.9,59.1,1.67,14.9,487,2
1954,12.4,4.6,8.8,24.8,15.3,57.8,1.05,10.5,430,3
1955,9.9,6.7,7.7,32.4,28.3,62.9,1.38,19.6,562,2
1956,10.5,4.5,4.2,25.4,18.3,62.6,1.03,7.4,518,3
1957,10.1,6.7,4.3,25.0,23.1,81.3,1.14,7.8,329,3
1958,11.5,4.9,3.5,29.8,22.1,76.4,0.93,8.2,284,3
1959,19.4,7.9,0.5,29.4,23.4,50.2,1.64,13.4,448,2
1960,6.8,7.3,5.0,32.2,33.9,58.7,1.64,15.0,516,2
1961,11.9,2.6,3.5,18.6,11.6,75.3,0.98,10.0,375,3
1962,6.8,27.6,11.8,39.9,46.9,83.6,1.9,39.4,438,1
1963,12.2,5.8,7.3,21.9,26.9,52.7,1.16,13.7,232,3
1964,12.5,4.3,15.9,24.1,14.8,72.6,1.15,18.3,317,3
1965,7.9,10.7,3.6,25.8,18.1,89.6,1.59,6.3,467,2
1966,12.5,5.8,20.9,24.8,22.0,67.2,0.92,23.5,255,3
1967,3.6,11.7,4.6,35.4,37.6,81.5,1.9,17.8,488,1
1968,11.5,8.4,17.0,21.8,20.4,71.2,0.92,21.4,311,3
1969,12.2,4.2,5.4,24.2,28.5,59.3,0.99,7.7,569,3
1970,5.6,10.0,86.6,38.3,31.4,58.4,1.66,92.8,527,2
1971,5.9,6.8,3.7,33.8,29.7,72.1,1.16,18.3,625,2
1972,5.3,3.6,38.7,30.9,37.0,90.7,1.65,52.0,451,2
1973,10.9,4.9,15.5,25.3,22.5,45.0,1.02,21.4,334,3
1974,5.1,10.6,15.3,30.9,26.5,57.8,1.35,28.1,380,2
1975,13.5,6.9,10.5,21.0,22.3,48.0,1.08,14.3,555,3
1976,5.3,8.5,31.7,29.3,33.8,50.0,1.46,36.7,642,2
1977,3.3,1.5,8.9,36.9,52.1,83.1,2.89,34.8,648,0
1978,5.8,15.2,7.6,29.0,30.6,51.2,1.48,16.0,660,2
1979,12.4,2.6,6.7,25.9,24.7,62.2,1.07,11.0,386,3
1980,5.1,8.8,14.6,34.0,47.4,64.2,1.47,32.3,434,1
1981,10.2,3.7,16.6,24.3,13.5,61.4,1.04,22.3,226,3
1982,11.4,4.3,3.9,26.0,23.6,54.6,1.11,10.0,298,3
1983,11.3,7.3,1.8,27.5,27.2,66.2,1.06,7.0,326,3
1984,3.4,18.0,4.5,23.8,30.8,88.2,1.94,18.4,409,1
1985,4.2,14.6,15.1,26.8,28.6,79.8,1.56,33.0,367,1
1986,2.7,21.0,41.1,40.7,38.8,108.7,2.07,79.6,803,0
1987,12.5,-0.2,3.4,26.0,25.1,72.8,1.05,10.2,437,3
1988,10.1,6.0,4.0,22.1,19.3,53.1,1.03,9.9,292,3
1989,12.2,4.2,12.9,27.4,23.7,41.0,1.01,18.9,264,3
1990,8.7,23.5,17.0,28.8,34.5,59.9,1.63,23.5,446,1
1991,3.6,6.6,46.0,36.6,46.1,69.9,1.84,59.1,649,1
1992,7.5,9.5,5.4,33.7,34.2,85.0,1.1,21.5,687,2
1993,13.2,6.6,1.4,20.5,17.7,47.4,1.08,6.6,427,3
1994,10.8,4.2,6.0,25.4,19.9,74.3,1.09,7.1,483,3
1995,4.0,3.9,4.3,32.9,29.8,84.6,1.87,1.9,723,1
1996,11.4,4.9,1.7,27.1,25.0,63.0,1.02,5.2,583,3
1997,11.8,6.9,0.5,28.1,19.5,69.0,1.06,2.8,491,3
1998,10.1,3.7,10.0,26.3,24.6,60.5,0.97,18.9,459,3
1999,5.4,11.2,8.1,32.8,26.3,53.2,1.61,24.5,363,2
2000,2.9,2.1,36.1,33.3,50.4,98.3,2.52,67.4,494,0
2001,4.9,7.3,31.8,32.2,34.3,103.1,1.58,39.9,402,1
2002,7.6,24.3,131.3,37.0,57.3,76.1,2.94,145.5,702,0
2003,5.9,7.7,0.4,23.2,26.7,73.3,1.93,16.2,543,2
2004,7.3,3.3,30.7,30.5,25.3,76.0,1.56,48.8,721,2
2005,5.7,12.1,58.6,30.9,36.7,82.0,2.38,79.4,793,1
2006,13.9,7.5,0.5,29.9,11.9,68.7,0.87,7.0,547,3
2007,10.0,6.4,12.1,28.9,20.3,48.7,1.03,18.5,499,3
2008,5.3,16.7,49.1,38.9,26.6,66.7,2.39,54.0,758,1
2009,15.5,9.7,10.8,24.7,39.9,85.3,2.08,24.6,638,1
2010,5.1,3.5,37.7,25.0,28.7,67.9,1.59,41.8,477,2
2011,5.6,4.9,9.3,30.4,35.0,64.0,1.57,10.3,708,1
2012,3.9,20.7,11.0,36.0,28.5,97.3,1.87,20.8,795,1
2013,19.7,7.2,36.1,27.3,21.8,43.5,1.06,38.6,479,3
2014,12.2,2.8,5.8,26.3,18.3,45.3,0.96,14.0,411,3
2015,5.3,12.9,5.4,30.7,24.5,80.4,1.22,12.4,639,2
2016,16.5,3.2,37.4,20.4,17.5,69.8,0.86,42.3,494,3
2017,6.3,15.4,89.9,37.0,28.0,74.4,1.85,114.3,634,1
2018,11.5,8.4,4.0,21.8,15.5,77.8,0.98,9.1,273,3
2019,9.0,22.6,1.0,20.4,36.5,92.4,2.62,19.5,494,1
2020,11.3,4.5,5.8,27.7,24.4,76.8,0.92,13.6,544,3
2021,5.6,9.4,8.3,27.9,29.0,82.5,1.78,24.2,349,2
2022,10.0,5.2,15.8,26.1,15.3,54.2,0.98,21.1,427,3
2023,10.0,5.3,2.7,27.3,13.3,72.6,1.19,8.0,327,3
2024,8.6,15.2,26.5,32.8,29.4,96.0,3.07,42.4,646,0
2025,5.1,26.6,90.3,23.3,27.7,57.5,2.15,114.3,494,1
2026,10.2,6.5,3.7,25.1,11.5,60.1,0.77,9.4,313,3
2027,12.0,5.6,1.0,23.1,22.8,57.1,0.94,6.9,535,3
2028,5.1,9.9,86.2,27.4,18.8,67.2,1.29,86.5,354,2
2029,5.1,16.6,50.1,25.3,39.0,88.7,1.98,65.4,696,1
2030,5.5,27.7,2.5,45.9,33.8,66.1,2.12,19.2,472,1
2031,2.6,24.4,13.6,43.2,37.6,72.5,2.79,41.5,870,0
2032,5.7,-0.4,10.4,29.8,17.1,80.8,1.53,14.9,502,2
2033,6.1,5.4,30.4,28.8,22.5,74.7,1.91,35.4,482,2
2034,5.8,9.4,33.4,25.4,31.4,75.4,1.8,35.5,600,2
2035,10.2,7.1,3.2,22.7,15.6,68.4,1.05,7.7,409,3
2036,10.2,7.3,3.0,18.4,16.6,60.6,1.04,8.4,444,3
2037,11.2,4.1,8.3,23.6,19.7,68.7,0.95,13.7,255,3
2038,3.3,15.6,14.8,27.1,35.6,66.5,1.99,29.8,577,1
2039,4.6,9.8,70.6,38.5,36.1,79.8,1.86,88.1,565,1
2040,11.7,7.1,3.8,27.3,19.3,45.8,0.99,7.8,312,3
2041,3.9,24.3,41.2,38.1,30.5,63.0,2.38,57.7,537,1
2042,4.2,20.5,6.1,36.5,29.0,81.6,1.92,19.4,690,1
2043,5.3,3.1,10.4,26.0,25.2,64.5,0.98,15.5,359,2
2044,11.3,5.1,16.1,24.4,25.3,75.5,0.86,20.4,357,3
2045,6.1,5.5,1.9,29.2,29.4,45.9,1.1,10.9,647,2
2046,14.8,5.7,1.5,25.0,19.0,72.6,0.94,6.9,407,3
2047,2.5,19.5,0.2,46.8,55.2,91.0,2.36,17.0,587,0
2048,10.3,6.9,15.9,27.1,15.7,63.0,0.96,18.5,383,3
2049,11.2,4.3,0.4,27.8,22.4,67.1,1.05,4.6,371,3
2050,10.1,6.4,2.8,25.3,23.8,75.6,1.12,5.9,299,3
2051,6.3,14.2,21.5,40.6,19.0,93.3,1.85,48.7,464,1
2052,6.9,5.3,36.6,34.0,28.4,58.3,1.49,52.4,499,2
2053,15.0,5.7,8.3,30.6,23.1,51.1,1.11,10.1,221,3
2054,8.2,17.5,9.2,30.0,29.7,89.0,1.83,30.2,428,1
2055,15.4,2.5,10.0,25.6,22.1,57.7,0.98,15.8,470,3
2056,10.0,5.1,15.3,23.8,25.0,67.9,0.97,19.2,366,3
2057,11.2,4.8,30.4,25.2,14.7,71.3,0.94,36.0,432,3
2058,7.8,7.1,12.2,35.2,28.0,71.8,1.27,25.7,327,2
2059,10.6,5.9,9.5,25.5,25.2,47.4,1.24,8.9,404,3
2060,6.4,2.2,29.7,31.7,19.5,75.7,1.25,43.1,685,2
2061,7.1,14.2,6.3,31.2,19.0,93.7,1.51,10.9,344,2
2062,18.7,6.3,10.3,27.3,14.2,74.8,1.04,10.9,577,3
2063,3.3,22.9,35.4,47.8,35.3,70.2,2.07,55.1,607,0
2064,6.3,11.3,7.3,31.9,25.4,77.1,1.56,16.9,471,2
2065,3.8,21.3,28.1,39.3,33.0,74.8,1.84,49.3,730,1
2066,18.2,6.1,7.0,27.6,19.6,51.2,0.98,14.8,315,3
2067,10.5,5.4,11.8,22.5,13.2,43.6,0.99,16.3,307,3
2068,7.2,24.9,0.3,38.8,35.3,60.7,2.0,16.0,596,1
2069,4.5,14.5,18.7,27.2,32.5,82.5,1.96,37.1,544,1
2070,3.5,22.7,35.9,24.5,36.8,59.1,1.83,46.4,562,1
2071,5.2,9.4,6.9,30.2,19.7,48.6,1.57,15.8,598,2
2072,7.4,10.5,49.0,24.9,13.8,76.2,1.3,54.7,664,2
2073,7.3,13.6,32.9,28.7,26.7,58.3,1.6,45.6,352,2
2074,12.5,6.0,3.2,26.3,20.2,80.1,1.03,9.7,269,3
2075,3.4,17.7,21.1,33.1,27.9,66.1,2.23,41.6,733,1
2076,5.4,5.7,10.5,34.0,22.6,83.1,1.28,25.8,522,2
2077,5.8,18.7,9.4,34.7,22.0,61.0,1.7,29.9,466,1
2078,11.2,7.5,18.3,28.7,25.7,53.9,0.98,20.4,406,3
2079,11.2,4.2,4.0,27.9,11.6,76.5,1.12,10.1,267,3
2080,10.8,7.2,5.6,18.5,21.5,61.3,0.86,8.9,226,3
2081,10.1,7.7,6.3,19.2,20.9,51.9,1.1,10.6,500,3
2082,10.5,5.8,3.9,23.0,23.8,65.6,1.08,8.2,285,3
2083,8.4,13.8,51.1,40.1,27.7,93.5,2.16,54.6,400,1
2084,10.2,7.8,10.9,20.2,12.1,54.9,1.14,16.6,534,3
2085,10.1,1.4,5.3,24.7,13.7,43.2,1.01,11.2,552,3
2086,12.1,3.7,30.6,26.6,25.2,58.5,1.04,34.3,341,3
2087,3.6,20.6,41.4,36.8,35.9,87.2,1.7,57.0,749,1
2088,5.1,17.8,7.4,32.3,24.2,74.5,1.67,9.9,611,2
2089,5.5,14.7,4.3,30.2,17.9,70.3,1.41,17.1,401,2
2090,10.2,3.4,8.1,24.1,21.7,70.4,1.04,15.7,223,3
2091,7.0,4.8,1.7,39.0,31.7,92.4,1.19,3.6,428,2
2092,13.2,7.6,15.2,19.3,21.5,41.7,0.85,21.3,255,3
2093,10.0,4.4,14.0,18.6,23.3,49.8,0.77,18.6,262,3
2094,2.7,18.9,29.7,34.6,28.9,67.9,2.55,53.8,746,0
2095,12.2,3.9,0.0,21.8,22.3,60.7,1.04,4.6,333,3
2096,3.0,19.4,3.1,57.8,51.5,108.4,2.08,11.2,537,0
2097,12.0,4.2,6.2,27.4,24.7,54.4,0.92,10.0,339,3
2098,10.4,7.1,3.1,22.6,16.8,66.2,0.84,8.0,321,3
2099,17.8,5.5,8.5,27.0,25.8,58.1,0.99,12.2,324,3
2100,8.7,7.9,30.4,28.1,33.9,78.1,1.35,38.6,465,2
2101,6.8,13.6,14.3,34.3,32.2,99.6,1.89,24.7,487,1
2102,2.6,16.3,37.8,38.6,40.9,92.3,2.65,55.3,564,0
2103,11.2,2.0,17.3,26.1,18.6,48.0,1.02,22.3,313,3
2104,7.4,7.2,11.1,31.9,15.1,73.3,1.54,21.8,543,2
2105,5.2,13.5,47.4,30.2,23.3,53.6,1.61,60.0,529,2
2106,10.5,3.9,13.4,29.8,13.0,72.4,1.06,19.9,568,3
2107,13.2,4.8,9.4,21.3,24.6,62.8,0.89,17.8,214,3
2108,4.4,22.0,57.8,39.1,28.0,101.5,2.11,71.2,521,1
2109,4.3,13.5,27.5,32.3,35.2,98.4,2.07,39.8,773,1
2110,10.0,4.2,30.4,19.7,13.6,73.1,0.87,34.6,545,3
2111,12.1,5.8,6.5,25.8,13.6,54.6,1.04,7.6,401,3
2112,6.0,9.9,39.5,31.8,25.5,97.6,1.81,51.6,652,1
2113,12.4,3.2,1.2,21.7,27.7,42.0,0.87,5.8,248,3
2114,10.7,6.9,32.0,25.2,21.1,74.1,1.02,38.9,540,3
2115,6.5,16.8,16.9,35.1,40.1,92.9,1.86,37.8,777,1
2116,5.8,11.4,30.9,40.0,41.2,94.4,2.6,48.1,860,0
2117,2.7,14.7,81.2,35.1,35.1,92.3,2.5,114.2,589,0
2118,5.4,6.9,29.9,28.8,26.6,74.3,1.43,40.6,649,2
2119,5.9,6.2,22.3,29.6,26.2,68.4,1.55,31.8,582,2
2120,5.2,8.3,12.6,33.8,21.3,64.8,1.5,21.7,593,2
2121,16.8,2.2,18.3,26.4,23.0,46.2,1.07,27.0,254,3
2122,5.6,12.3,56.6,43.7,23.2,76.2,1.4,64.2,390,2
2123,19.7,4.2,8.6,25.1,17.5,48.7,0.98,17.9,403,3
2124,6.3,11.6,32.0,38.1,27.7,79.6,1.45,40.8,411,2
2125,7.3,13.3,11.2,31.7,32.4,52.4,1.52,22.0,460,2
2126,10.1,4.5,35.7,21.7,16.0,67.5,1.16,42.5,231,3
2127,2.8,10.8,23.3,43.3,39.7,62.4,2.98,47.6,586,0
2128,9.4,6.9,56.7,25.6,28.0,64.6,1.6,67.9,334,2
2129,13.1,6.4,15.8,23.6,21.2,54.1,0.86,19.2,377,3
2130,11.0,6.1,10.2,25.5,14.7,51.0,1.07,14.7,214,3
2131,10.4,5.6,7.9,25.2,23.3,58.1,0.93,13.3,526,3
2132,6.9,9.8,3.6,25.9,22.5,57.0,1.52,18.9,352,2
2133,4.7,29.7,39.7,50.7,35.2,68.0,2.77,60.8,862,0
2134,4.6,14.1,20.7,34.5,26.7,78.6,2.35,37.6,702,1
2135,5.8,9.2,38.7,30.1,35.3,78.3,1.46,45.7,562,2
2136,5.2,7.0,25.8,32.3,31.5,78.2,1.5,39.1,380,2
2137,6.6,7.9,36.6,31.5,26.6,49.1,1.58,40.4,318,2
2138,4.1,15.6,6.6,44.4,45.7,104.7,2.72,32.3,888,0
2139,5.8,23.4,21.7,40.3,43.1,110.3,2.3,36.2,746,0
2140,3.4,14.9,44.3,38.4,26.9,100.3,1.88,63.7,605,1
2141,5.3,18.1,30.1,40.4,43.9,71.5,2.13,46.8,790,0
2142,7.2,10.0,6.4,28.1,37.9,91.6,1.26,13.5,331,2
2143,6.4,3.2,31.7,29.9,29.7,86.0,1.38,41.8,498,2
2144,5.2,12.5,85.7,31.9,25.8,69.0,1.65,103.6,621,2
2145,7.6,7.3,26.2,31.5,14.9,80.1,1.21,28.0,317,2
2146,9.6,13.7,64.0,34.7,18.1,54.2,1.57,74.2,592,2
2147,12.2,5.1,23.2,18.1,12.7,62.9,0.92,26.6,476,3
2148,6.4,6.7,15.4,31.1,34.7,83.6,1.43,25.6,376,2
2149,11.7,4.1,17.3,26.0,17.1,44.9,0.84,23.7,435,3
2150,6.4,9.6,49.8,24.1,28.4,83.6,1.54,60.3,543,2
2151,5.8,15.9,98.5,35.5,18.1,79.7,1.67,115.3,563,2
2152,2.8,27.7,19.1,40.9,50.8,94.6,2.39,45.0,697,0
2153,10.2,7.4,15.9,18.3,18.0,70.2,1.16,23.1,399,3
2154,8.2,8.0,34.5,27.7,21.7,71.7,1.6,43.9,385,2
2155,4.8,19.7,1.3,37.0,32.1,60.4,2.22,17.8,407,1
2156,5.1,7.0,73.9,26.4,24.4,74.6,1.65,86.5,603,2
2157,6.2,9.6,19.4,24.2,24.2,67.6,1.91,35.1,422,1
2158,3.7,19.6,25.4,29.4,37.6,91.0,1.66,47.2,675,1
2159,3.5,40.5,117.4,46.3,42.4,76.9,2.4,124.5,789,0
2160,7.9,11.7,8.3,24.6,36.4,84.2,1.36,22.1,329,2
2161,7.9,11.0,18.0,31.6,17.9,60.9,1.34,35.8,458,2
2162,7.9,19.9,23.3,45.3,33.3,85.9,2.45,50.1,715,0
2163,11.3,8.3,6.9,25.0,17.8,64.5,0.87,15.4,329,3
2164,4.6,23.8,21.8,43.0,25.1,65.1,1.7,47.5,569,1
2165,14.8,0.5,12.4,26.2,13.3,44.5,0.76,17.9,296,3
2166,11.7,9.4,25.1,26.8,15.4,82.3,1.72,35.7,332,2
2167,5.2,13.3,12.0,28.6,27.8,42.3,1.35,22.5,648,2
2168,5.8,11.9,29.0,35.6,32.2,75.0,1.95,41.8,748,1
2169,4.4,17.0,2.9,44.9,33.4,84.2,1.93,16.2,701,0
2170,12.3,4.6,16.8,27.8,13.5,78.7,1.08,21.9,293,3
2171,10.2,5.1,2.4,31.6,15.3,61.2,0.97,8.6,501,3
2172,7.0,10.2,15.4,30.3,32.9,94.9,1.48,28.7,620,2
